Name,Email,Created at,Total,Lineitem sku,Lineitem quantity,Lineitem price,Lineitem line_price
#113846,deborah22@cochran.info,2023-06-14 16:39:00,224.41,CLO-008,2,34.99,69.97
#113846,deborah22@cochran.info,2023-06-14 16:39:00,224.41,ELE-027,2,20.03,40.05
#113847,tpruitt@yahoo.com,2023-04-22 17:04:00,60.25,BOO-001,1,60.25,60.25
#113848,tpruitt@yahoo.com,2023-04-15 06:56:00,202.56,BEA-019,3,45.50,136.49
#113848,tpruitt@yahoo.com,2023-04-15 06:56:00,202.56,ELE-024,2,33.04,66.07
#113849,robbinsstacy@beck.com,2023-02-18 19:35:00,182.66,HOM-007,3,60.89,182.66
#113849,robbinsstacy@beck.com,2023-02-17 09:19:00,125.10,ELE-018,2,42.21,84.41
#113849,robbinsstacy@beck.com,2023-02-17 09:19:00,125.10,ELE-009,3,5.00,15.00
#113849,robbinsstacy@beck.com,2023-02-17 09:19:00,125.10,BOO-012,1,25.69,25.69
#113851,robbinsstacy@beck.com,2023-03-28 04:56:00,104.55,SPO-026,3,34.85,104.55
#113851,carpenterglenn@gmail.com,2022-10-12 22:04:00,143.28,ELE-020,1,61.70,61.70
#113851,carpenterglenn@gmail.com,2022-10-12 22:04:00,143.28,HOM-028,1,13.15,13.15
#113851,carpenterglenn@gmail.com,2022-10-12 22:04:00,143.28,BOO-021,1,68.44,68.44
#113853,carpenterglenn@gmail.com,2022-10-08 14:16:00,254.88,BEA-014,3,33.28,99.83
#113853,carpenterglenn@gmail.com,2022-10-08 14:16:00,254.88,BOO-005,2,60.34,120.68
#113853,carpenterglenn@gmail.com,2022-10-08 14:16:00,254.88,CLO-005,1,34.37,34.37
#113854,carpenterglenn@gmail.com,2022-10-02 05:16:00,307.31,BEA-009,3,48.52,145.57
#113854,carpenterglenn@gmail.com,2022-10-02 05:16:00,307.31,ELE-002,1,49.77,49.77
#113854,carpenterglenn@gmail.com,2022-10-02 05:16:00,307.31,ELE-024,3,37.32,111.97
#113856,carpenterglenn@gmail.com,2022-11-06 18:03:00,39.18,SPO-007,1,39.18,39.18
#113856,carpenterglenn@gmail.com,2022-11-21 08:37:00,119.54,CLO-024,2,43.86,87.73
#113856,carpenterglenn@gmail.com,2022-11-21 08:37:00,119.54,CLO-026,1,31.82,31.82
#113857,carpenterglenn@gmail.com,2022-11-11 10:16:00,275.09,BEA-005,1,5.00,5.00
#113857,carpenterglenn@gmail.com,2022-11-11 10:16:00,275.09,SPO-008,1,50.78,50.78
#113857,carpenterglenn@gmail.com,2022-11-11 10:16:00,275.09,HOM-002,3,73.10,219.30
#113859,carpenterglenn@gmail.com,2023-01-13 19:04:00,251.78,BOO-015,2,12.19,24.38
#113859,carpenterglenn@gmail.com,2023-01-13 19:04:00,251.78,BEA-023,2,35.29,70.59
#113859,carpenterglenn@gmail.com,2023-01-13 19:04:00,251.78,BEA-003,3,52.27,156.81
#113860,carpenterglenn@gmail.com,2023-03-20 08:16:00,267.74,BOO-006,3,47.45,142.36
#113860,carpenterglenn@gmail.com,2023-03-20 08:16:00,267.74,CLO-005,1,47.74,47.74
#113860,carpenterglenn@gmail.com,2023-03-20 08:16:00,267.74,HOM-009,2,38.82,77.64
#113862,carpenterglenn@gmail.com,2023-06-25 01:33:00,298.60,HOM-020,3,50.09,150.26
#113862,carpenterglenn@gmail.com,2023-06-25 01:33:00,298.60,HOM-028,3,21.76,65.28
#113862,carpenterglenn@gmail.com,2023-06-25 01:33:00,298.60,CLO-021,3,27.68,83.05
#113863,carpenterglenn@gmail.com,2023-06-19 18:56:00,179.13,BEA-007,3,43.37,130.11
#113863,carpenterglenn@gmail.com,2023-06-19 18:56:00,179.13,HOM-023,1,49.02,49.02
#113864,danielbeltran@hotmail.com,2023-03-13 04:39:00,61.80,CLO-028,2,30.90,61.80
#113865,danielbeltran@hotmail.com,2023-03-21 00:16:00,155.49,SPO-005,1,53.19,53.19
#113865,danielbeltran@hotmail.com,2023-03-21 00:16:00,155.49,SPO-030,3,34.10,102.30
#113866,danielbeltran@hotmail.com,2023-04-15 04:49:00,89.54,SPO-028,1,44.16,44.16
#113866,danielbeltran@hotmail.com,2023-04-15 04:49:00,89.54,CLO-020,3,15.13,45.38
#113867,danielbeltran@hotmail.com,2023-05-01 23:50:00,322.11,BOO-022,3,45.38,136.15
#113867,danielbeltran@hotmail.com,2023-05-01 23:50:00,322.11,BOO-016,3,37.67,113.00
#113867,danielbeltran@hotmail.com,2023-05-01 23:50:00,322.11,BEA-007,2,36.47,72.95
#113868,danielbeltran@hotmail.com,2023-05-26 19:09:00,175.91,BOO-009,2,44.07,88.15
#113868,danielbeltran@hotmail.com,2023-05-26 19:09:00,175.91,BOO-025,3,29.25,87.76
#113869,danielbeltran@hotmail.com,2023-05-24 06:02:00,46.92,CLO-002,1,12.04,12.04
#113869,danielbeltran@hotmail.com,2023-05-24 06:02:00,46.92,BEA-009,1,34.88,34.88
#113870,todd36@gmail.com,2023-05-17 13:12:00,290.74,CLO-011,2,52.34,104.69
#113870,todd36@gmail.com,2023-05-17 13:12:00,290.74,ELE-011,3,62.02,186.05
#113871,todd36@gmail.com,2023-05-22 01:25:00,73.26,ELE-014,2,29.18,58.36
#113871,todd36@gmail.com,2023-05-22 01:25:00,73.26,BOO-018,1,14.90,14.90
#113872,todd36@gmail.com,2023-05-03 16:13:00,334.59,ELE-020,3,57.29,171.86
#113872,todd36@gmail.com,2023-05-03 16:13:00,334.59,CLO-012,3,54.24,162.73
#113873,todd36@gmail.com,2023-06-19 13:22:00,190.03,HOM-010,1,42.98,42.98
#113873,todd36@gmail.com,2023-06-19 13:22:00,190.03,BOO-012,1,41.28,41.28
#113873,todd36@gmail.com,2023-06-19 13:22:00,190.03,CLO-005,2,52.89,105.78
#113875,james63@monroe.com,2023-02-18 11:22:00,121.16,ELE-016,2,28.94,57.89
#113875,james63@monroe.com,2023-02-18 11:22:00,121.16,ELE-010,3,16.09,48.27
#113875,james63@monroe.com,2023-02-18 11:22:00,121.16,SPO-009,3,5.00,15.00
#113876,james63@monroe.com,2023-03-22 11:40:00,289.33,BOO-001,2,71.93,143.86
#113876,james63@monroe.com,2023-03-22 11:40:00,289.33,HOM-029,2,30.74,61.48
#113876,james63@monroe.com,2023-03-22 11:40:00,289.33,ELE-004,2,41.99,83.99
#113878,james63@monroe.com,2023-04-06 04:31:00,10.00,SPO-002,2,5.00,10.00
#113878,james63@monroe.com,2023-04-06 09:44:00,111.01,BEA-019,2,32.65,65.31
#113878,james63@monroe.com,2023-04-06 09:44:00,111.01,HOM-014,1,45.70,45.70
#113879,james63@monroe.com,2023-04-28 09:44:00,76.54,BOO-018,2,32.87,65.73
#113879,james63@monroe.com,2023-04-28 09:44:00,76.54,SPO-029,2,5.40,10.81
#113880,james63@monroe.com,2023-05-12 04:29:00,53.06,SPO-009,2,11.67,23.35
#113880,james63@monroe.com,2023-05-12 04:29:00,53.06,BEA-027,1,29.71,29.71
#113881,james63@monroe.com,2023-05-04 10:13:00,134.13,ELE-005,3,44.71,134.13
#113882,james63@monroe.com,2023-06-21 23:01:00,230.76,BOO-008,3,52.91,158.73
#113882,james63@monroe.com,2023-06-21 23:01:00,230.76,BOO-013,3,24.01,72.03
#113883,james63@monroe.com,2023-06-15 13:07:00,83.20,HOM-009,2,24.98,49.95
#113883,james63@monroe.com,2023-06-15 13:07:00,83.20,ELE-029,3,11.08,33.25
#113884,james63@monroe.com,2023-06-06 09:49:00,76.51,CLO-003,1,28.30,28.30
#113884,james63@monroe.com,2023-06-06 09:49:00,76.51,CLO-029,2,24.10,48.20
#113885,ronald87@richardson-schwartz.com,2023-01-29 08:27:00,165.44,SPO-021,2,28.87,57.73
#113885,ronald87@richardson-schwartz.com,2023-01-29 08:27:00,165.44,HOM-026,1,30.00,30.00
#113885,ronald87@richardson-schwartz.com,2023-01-29 08:27:00,165.44,BOO-020,2,38.85,77.70
#113886,ronald87@richardson-schwartz.com,2023-01-16 18:06:00,200.92,CLO-010,3,17.70,53.11
#113886,ronald87@richardson-schwartz.com,2023-01-16 18:06:00,200.92,BOO-005,3,32.55,97.64
#113886,ronald87@richardson-schwartz.com,2023-01-16 18:06:00,200.92,BOO-021,1,50.17,50.17
#113888,ronald87@richardson-schwartz.com,2023-06-18 18:11:00,115.50,HOM-016,1,42.52,42.52
#113888,ronald87@richardson-schwartz.com,2023-06-18 18:11:00,115.50,BEA-022,1,50.17,50.17
#113888,ronald87@richardson-schwartz.com,2023-06-18 18:11:00,115.50,BOO-025,1,22.81,22.81
#113889,dking@yahoo.com,2022-07-21 13:20:00,179.96,SPO-027,3,45.32,135.95
#113889,dking@yahoo.com,2022-07-21 13:20:00,179.96,ELE-001,3,14.67,44.00
#113890,dking@yahoo.com,2022-07-14 10:33:00,20.15,ELE-028,2,10.07,20.15
#113891,lbell@hotmail.com,2023-04-08 16:21:00,55.09,BOO-015,1,55.09,55.09
#113891,lbell@hotmail.com,2023-04-22 05:12:00,132.32,BOO-010,2,40.39,80.79
#113891,lbell@hotmail.com,2023-04-22 05:12:00,132.32,CLO-021,1,51.53,51.53
#113892,lbell@hotmail.com,2023-05-23 09:25:00,165.44,CLO-024,3,45.65,136.96
#113892,lbell@hotmail.com,2023-05-23 09:25:00,165.44,CLO-018,1,28.48,28.48
#113893,lbell@hotmail.com,2023-05-31 19:57:00,35.61,CLO-011,1,27.53,27.53
#113893,lbell@hotmail.com,2023-05-31 19:57:00,35.61,ELE-022,1,8.08,8.08
#113894,lbell@hotmail.com,2023-05-09 17:00:00,153.13,BOO-012,1,21.98,21.98
#113894,lbell@hotmail.com,2023-05-09 17:00:00,153.13,HOM-001,3,37.80,113.40
#113894,lbell@hotmail.com,2023-05-09 17:00:00,153.13,SPO-013,2,8.87,17.75
#113896,taylor21@miller-yang.biz,2023-06-16 00:17:00,238.03,HOM-012,2,45.76,91.52
#113896,taylor21@miller-yang.biz,2023-06-16 00:17:00,238.03,BOO-023,2,56.09,112.18
#113896,taylor21@miller-yang.biz,2023-06-16 00:17:00,238.03,HOM-015,1,34.34,34.34
#113897,taylor21@miller-yang.biz,2023-06-11 20:59:00,40.95,HOM-019,1,40.95,40.95
#113898,daniellerhodes@hickman-barnett.info,2022-06-22 16:52:00,241.75,ELE-007,2,19.57,39.14
#113898,daniellerhodes@hickman-barnett.info,2022-06-22 16:52:00,241.75,HOM-011,3,29.78,89.34
#113898,daniellerhodes@hickman-barnett.info,2022-06-22 16:52:00,241.75,HOM-029,3,37.76,113.27
#113899,daniellerhodes@hickman-barnett.info,2022-07-29 14:00:00,112.84,BOO-018,3,37.61,112.84
#113900,daniellerhodes@hickman-barnett.info,2022-07-20 01:40:00,58.02,ELE-013,2,29.01,58.02
#113900,daniellerhodes@hickman-barnett.info,2022-07-31 21:27:00,164.52,CLO-021,1,43.31,43.31
#113900,daniellerhodes@hickman-barnett.info,2022-07-31 21:27:00,164.52,CLO-020,3,40.40,121.21
#113901,daniellerhodes@hickman-barnett.info,2022-08-18 15:17:00,55.26,ELE-001,3,18.42,55.26
#113902,daniellerhodes@hickman-barnett.info,2022-12-29 04:49:00,260.39,BEA-027,3,45.67,137.00
#113902,daniellerhodes@hickman-barnett.info,2022-12-29 04:49:00,260.39,SPO-021,3,23.05,69.16
#113902,daniellerhodes@hickman-barnett.info,2022-12-29 04:49:00,260.39,BOO-023,3,18.08,54.24
#113903,daniellerhodes@hickman-barnett.info,2023-02-01 05:26:00,150.23,BEA-027,3,8.48,25.45
#113903,daniellerhodes@hickman-barnett.info,2023-02-01 05:26:00,150.23,CLO-021,2,42.78,85.55
#113903,daniellerhodes@hickman-barnett.info,2023-02-01 05:26:00,150.23,BEA-024,1,39.22,39.22
#113905,yhurley@costa.com,2023-05-31 00:14:00,141.99,HOM-001,2,10.87,21.74
#113905,yhurley@costa.com,2023-05-31 00:14:00,141.99,HOM-006,3,40.08,120.25
#113906,yhurley@costa.com,2023-06-27 14:41:00,115.46,BEA-001,3,38.49,115.46
#113906,yhurley@costa.com,2023-06-02 09:20:00,40.39,BOO-016,2,20.20,40.39
#113907,belljohn@hotmail.com,2022-10-17 01:10:00,99.19,BEA-026,1,59.49,59.49
#113907,belljohn@hotmail.com,2022-10-17 01:10:00,99.19,ELE-027,2,19.85,39.70
#113908,belljohn@hotmail.com,2022-10-14 01:09:00,30.58,BEA-016,1,24.61,24.61
#113908,belljohn@hotmail.com,2022-10-14 01:09:00,30.58,BOO-027,1,5.97,5.97
#113909,belljohn@hotmail.com,2022-10-26 19:36:00,389.89,CLO-023,2,33.60,67.20
#113909,belljohn@hotmail.com,2022-10-26 19:36:00,389.89,HOM-018,2,55.03,110.06
#113909,belljohn@hotmail.com,2022-10-26 19:36:00,389.89,ELE-011,3,70.88,212.63
#113910,belljohn@hotmail.com,2023-01-26 09:45:00,45.34,SPO-010,1,45.34,45.34
#113911,belljohn@hotmail.com,2023-01-22 00:54:00,56.22,BEA-012,2,28.11,56.22
#113911,belljohn@hotmail.com,2023-03-15 03:18:00,104.47,BOO-019,2,52.24,104.47
#113912,belljohn@hotmail.com,2023-03-31 12:40:00,145.15,BEA-022,1,31.41,31.41
#113912,belljohn@hotmail.com,2023-03-31 12:40:00,145.15,CLO-009,3,21.86,65.59
#113912,belljohn@hotmail.com,2023-03-31 12:40:00,145.15,BOO-007,2,24.08,48.15
#113913,belljohn@hotmail.com,2023-03-13 12:59:00,211.02,CLO-030,2,37.10,74.19
#113913,belljohn@hotmail.com,2023-03-13 12:59:00,211.02,CLO-023,1,46.39,46.39
#113913,belljohn@hotmail.com,2023-03-13 12:59:00,211.02,BEA-015,3,30.15,90.45
#113915,belljohn@hotmail.com,2023-06-14 01:05:00,145.07,ELE-005,3,48.36,145.07
#113915,michaelschroeder@gmail.com,2023-05-06 22:28:00,150.65,ELE-002,2,9.83,19.67
#113915,michaelschroeder@gmail.com,2023-05-06 22:28:00,150.65,CLO-001,1,27.45,27.45
#113915,michaelschroeder@gmail.com,2023-05-06 22:28:00,150.65,BEA-011,3,34.51,103.53
#113917,michaelschroeder@gmail.com,2023-06-10 19:33:00,202.43,BEA-025,2,20.38,40.76
#113917,michaelschroeder@gmail.com,2023-06-10 19:33:00,202.43,BEA-012,3,53.89,161.67
#113918,michaelschroeder@gmail.com,2023-06-18 14:00:00,36.28,BOO-029,1,36.28,36.28
#113918,nicole38@gmail.com,2023-06-07 17:32:00,246.60,ELE-001,2,71.14,142.28
#113918,nicole38@gmail.com,2023-06-07 17:32:00,246.60,BOO-014,3,34.78,104.33
#113919,nicole38@gmail.com,2023-06-07 03:51:00,220.55,CLO-018,1,34.94,34.94
#113919,nicole38@gmail.com,2023-06-07 03:51:00,220.55,BOO-024,3,46.91,140.74
#113919,nicole38@gmail.com,2023-06-07 03:51:00,220.55,BOO-001,1,44.87,44.87
#113921,nicole38@gmail.com,2023-06-05 19:04:00,162.29,SPO-003,3,32.24,96.73
#113921,nicole38@gmail.com,2023-06-05 19:04:00,162.29,HOM-009,2,32.78,65.56
#113922,terri66@kane.com,2023-04-14 09:30:00,13.28,CLO-024,1,13.28,13.28
#113922,terri66@kane.com,2023-06-28 05:16:00,72.31,BEA-023,3,24.10,72.31
#113923,terri66@kane.com,2023-06-05 22:22:00,5.00,HOM-028,1,5.00,5.00
#113923,christinalawson@silva-moreno.biz,2023-02-05 10:11:00,167.41,HOM-006,1,28.68,28.68
#113923,christinalawson@silva-moreno.biz,2023-02-05 10:11:00,167.41,BEA-020,3,46.24,138.73
#113924,christinalawson@silva-moreno.biz,2023-02-13 04:31:00,181.51,BOO-013,3,33.42,100.26
#113924,christinalawson@silva-moreno.biz,2023-02-13 04:31:00,181.51,BEA-022,2,40.62,81.25
#113925,christinalawson@silva-moreno.biz,2023-02-12 19:33:00,174.48,BOO-029,1,30.63,30.63
#113925,christinalawson@silva-moreno.biz,2023-02-12 19:33:00,174.48,BOO-011,3,37.98,113.95
#113925,christinalawson@silva-moreno.biz,2023-02-12 19:33:00,174.48,ELE-022,1,29.89,29.89
#113927,christinalawson@silva-moreno.biz,2023-03-25 21:01:00,156.12,CLO-009,3,26.69,80.07
#113927,christinalawson@silva-moreno.biz,2023-03-25 21:01:00,156.12,BOO-021,3,25.35,76.04
#113928,christinalawson@silva-moreno.biz,2023-03-27 00:12:00,28.29,BOO-023,1,28.29,28.29
#113928,christinalawson@silva-moreno.biz,2023-05-25 16:49:00,132.07,CLO-022,2,39.22,78.45
#113928,christinalawson@silva-moreno.biz,2023-05-25 16:49:00,132.07,ELE-011,2,26.81,53.62
#113929,christinalawson@silva-moreno.biz,2023-05-20 11:55:00,28.28,HOM-006,1,28.28,28.28
#113930,khopkins@burton.com,2022-09-15 21:58:00,203.49,ELE-013,3,30.38,91.14
#113930,khopkins@burton.com,2022-09-15 21:58:00,203.49,CLO-014,3,37.45,112.34
#113931,khopkins@burton.com,2022-09-04 21:13:00,37.29,HOM-025,1,12.55,12.55
#113931,khopkins@burton.com,2022-09-04 21:13:00,37.29,ELE-007,1,24.74,24.74
#113932,lisagibson@yahoo.com,2023-04-16 13:09:00,103.33,BOO-026,1,48.13,48.13
#113932,lisagibson@yahoo.com,2023-04-16 13:09:00,103.33,BOO-018,2,27.60,55.19
#113933,lisagibson@yahoo.com,2023-04-06 14:45:00,98.44,HOM-004,3,32.81,98.44
#113933,latoya72@hotmail.com,2022-10-17 16:31:00,163.93,CLO-014,2,21.04,42.07
#113933,latoya72@hotmail.com,2022-10-17 16:31:00,163.93,ELE-002,2,39.71,79.42
#113933,latoya72@hotmail.com,2022-10-17 16:31:00,163.93,CLO-027,2,21.22,42.43
#113935,latoya72@hotmail.com,2022-10-26 17:52:00,78.62,BOO-009,3,26.21,78.62
#113935,latoya72@hotmail.com,2022-10-05 12:18:00,124.18,HOM-020,2,45.29,90.58
#113935,latoya72@hotmail.com,2022-10-05 12:18:00,124.18,BOO-015,1,33.61,33.61
#113936,leahross@stone-bates.com,2022-03-26 01:18:00,129.60,BOO-004,3,34.93,104.80
#113936,leahross@stone-bates.com,2022-03-26 01:18:00,129.60,HOM-019,1,24.80,24.80
#113937,leahross@stone-bates.com,2022-04-24 03:11:00,130.64,ELE-024,1,49.28,49.28
#113937,leahross@stone-bates.com,2022-04-24 03:11:00,130.64,SPO-005,1,40.08,40.08
#113937,leahross@stone-bates.com,2022-04-24 03:11:00,130.64,BEA-021,1,41.29,41.29
#113939,leahross@stone-bates.com,2022-04-19 21:03:00,36.49,HOM-013,1,9.74,9.74
#113939,leahross@stone-bates.com,2022-04-19 21:03:00,36.49,ELE-019,3,5.00,15.00
#113939,leahross@stone-bates.com,2022-04-19 21:03:00,36.49,SPO-029,1,11.75,11.75
#113940,leahross@stone-bates.com,2022-04-11 14:14:00,111.45,ELE-022,2,40.94,81.89
#113940,leahross@stone-bates.com,2022-04-11 14:14:00,111.45,BOO-020,2,14.78,29.56
#113941,leahross@stone-bates.com,2022-06-26 13:41:00,288.17,CLO-017,2,59.91,119.81
#113941,leahross@stone-bates.com,2022-06-26 13:41:00,288.17,ELE-020,3,31.40,94.21
#113941,leahross@stone-bates.com,2022-06-26 13:41:00,288.17,HOM-010,3,24.72,74.15
#113943,leahross@stone-bates.com,2022-07-31 14:58:00,71.95,ELE-008,2,35.97,71.95
#113943,leahross@stone-bates.com,2022-07-09 00:56:00,44.94,BOO-027,1,44.94,44.94
#113944,leahross@stone-bates.com,2022-09-05 01:48:00,128.51,CLO-013,3,42.84,128.51
#113944,leahross@stone-bates.com,2022-09-24 22:30:00,121.23,CLO-011,1,13.39,13.39
#113944,leahross@stone-bates.com,2022-09-24 22:30:00,121.23,BOO-019,3,29.41,88.24
#113944,leahross@stone-bates.com,2022-09-24 22:30:00,121.23,BOO-013,3,6.53,19.60
#113946,yknight@hotmail.com,2022-01-04 03:43:00,155.34,SPO-023,2,12.03,24.06
#113946,yknight@hotmail.com,2022-01-04 03:43:00,155.34,BEA-029,2,38.39,76.77
#113946,yknight@hotmail.com,2022-01-04 03:43:00,155.34,CLO-022,2,27.26,54.52
#113947,yknight@hotmail.com,2022-03-06 22:10:00,153.85,SPO-015,1,43.46,43.46
#113947,yknight@hotmail.com,2022-03-06 22:10:00,153.85,BOO-025,2,40.01,80.02
#113947,yknight@hotmail.com,2022-03-06 22:10:00,153.85,SPO-005,1,30.37,30.37
#113949,wendymoore@powell-harrison.com,2023-06-04 04:10:00,463.37,HOM-003,3,52.79,158.37
#113949,wendymoore@powell-harrison.com,2023-06-04 04:10:00,463.37,BOO-011,3,47.62,142.87
#113949,wendymoore@powell-harrison.com,2023-06-04 04:10:00,463.37,SPO-009,3,54.05,162.14
#113950,raymond10@gmail.com,2022-07-24 10:18:00,66.79,HOM-030,2,18.68,37.36
#113950,raymond10@gmail.com,2022-07-24 10:18:00,66.79,BOO-029,1,29.43,29.43
#113951,raymond10@gmail.com,2022-07-05 22:52:00,32.60,BOO-005,1,32.60,32.60
#113952,raymond10@gmail.com,2022-07-14 10:19:00,115.24,BOO-011,2,57.62,115.24
#113952,carl29@yahoo.com,2022-07-14 03:52:00,199.68,SPO-001,3,49.54,148.63
#113952,carl29@yahoo.com,2022-07-14 03:52:00,199.68,BEA-002,2,21.52,43.05
#113952,carl29@yahoo.com,2022-07-14 03:52:00,199.68,SPO-028,1,8.00,8.00
#113954,carl29@yahoo.com,2022-10-12 19:22:00,72.00,HOM-003,2,36.00,72.00
#113954,twilliams@yahoo.com,2023-05-14 17:23:00,260.46,BOO-020,2,45.20,90.39
#113954,twilliams@yahoo.com,2023-05-14 17:23:00,260.46,BEA-014,3,56.69,170.06
#113955,shawn62@morton.org,2022-05-11 20:17:00,131.56,SPO-016,3,17.30,51.90
#113955,shawn62@morton.org,2022-05-11 20:17:00,131.56,BOO-012,3,26.55,79.66
#113956,qbutler@gmail.com,2022-08-05 10:38:00,86.84,HOM-016,2,43.42,86.84
#113957,qbutler@gmail.com,2022-08-08 10:12:00,190.06,CLO-011,2,71.98,143.97
#113957,qbutler@gmail.com,2022-08-08 10:12:00,190.06,ELE-005,1,21.96,21.96
#113957,qbutler@gmail.com,2022-08-08 10:12:00,190.06,BOO-003,1,24.13,24.13
#113958,qbutler@gmail.com,2022-08-09 04:23:00,123.63,HOM-011,2,46.72,93.44
#113958,qbutler@gmail.com,2022-08-09 04:23:00,123.63,BOO-021,1,30.19,30.19
#113959,qbutler@gmail.com,2022-11-04 10:45:00,117.51,SPO-011,1,16.24,16.24
#113959,qbutler@gmail.com,2022-11-04 10:45:00,117.51,BOO-016,2,50.64,101.27
#113960,qbutler@gmail.com,2022-11-13 00:16:00,190.63,BEA-025,1,40.12,40.12
#113960,qbutler@gmail.com,2022-11-13 00:16:00,190.63,ELE-030,2,50.26,100.51
#113960,qbutler@gmail.com,2022-11-13 00:16:00,190.63,ELE-020,1,50.00,50.00
#113962,qbutler@gmail.com,2022-11-24 13:16:00,152.07,ELE-019,1,38.76,38.76
#113962,qbutler@gmail.com,2022-11-24 13:16:00,152.07,BEA-017,2,56.66,113.32
#113963,michaelmcdowell@yahoo.com,2022-11-01 19:27:00,135.37,SPO-012,2,26.00,52.01
#113963,michaelmcdowell@yahoo.com,2022-11-01 19:27:00,135.37,BEA-013,3,27.79,83.36
#113964,michaelmcdowell@yahoo.com,2022-11-07 00:14:00,177.51,CLO-024,3,37.24,111.72
#113964,michaelmcdowell@yahoo.com,2022-11-07 00:14:00,177.51,CLO-002,3,21.93,65.78
#113965,michaelmcdowell@yahoo.com,2022-12-03 21:25:00,161.02,SPO-015,3,53.67,161.02
#113965,michaelmcdowell@yahoo.com,2022-12-12 13:21:00,215.63,BEA-001,2,30.93,61.85
#113965,michaelmcdowell@yahoo.com,2022-12-12 13:21:00,215.63,BEA-030,3,26.04,78.11
#113965,michaelmcdowell@yahoo.com,2022-12-12 13:21:00,215.63,SPO-023,2,37.83,75.67
#113967,michaelmcdowell@yahoo.com,2022-12-12 05:29:00,42.26,BOO-007,1,6.49,6.49
#113967,michaelmcdowell@yahoo.com,2022-12-12 05:29:00,42.26,ELE-026,1,35.77,35.77
#113968,michaelmcdowell@yahoo.com,2023-04-26 00:48:00,120.72,BOO-006,3,28.76,86.29
#113968,michaelmcdowell@yahoo.com,2023-04-26 00:48:00,120.72,HOM-014,1,34.43,34.43
#113969,michaelmcdowell@yahoo.com,2023-04-11 09:52:00,69.21,BEA-028,1,23.57,23.57
#113969,michaelmcdowell@yahoo.com,2023-04-11 09:52:00,69.21,BEA-019,1,45.64,45.64
#113970,mgomez@smith.com,2022-08-10 22:01:00,152.81,BEA-010,2,30.93,61.86
#113970,mgomez@smith.com,2022-08-10 22:01:00,152.81,SPO-009,2,30.36,60.71
#113970,mgomez@smith.com,2022-08-10 22:01:00,152.81,SPO-006,2,15.12,30.24
#113971,mgomez@smith.com,2022-08-07 13:08:00,273.23,BEA-002,2,49.97,99.93
#113971,mgomez@smith.com,2022-08-07 13:08:00,273.23,ELE-021,3,57.77,173.30
#113972,mgomez@smith.com,2022-08-18 13:57:00,209.13,SPO-019,3,58.04,174.11
#113972,mgomez@smith.com,2022-08-18 13:57:00,209.13,HOM-018,1,20.02,20.02
#113972,mgomez@smith.com,2022-08-18 13:57:00,209.13,CLO-027,3,5.00,15.00
#113974,mgomez@smith.com,2022-09-13 23:29:00,54.09,CLO-007,2,27.04,54.09
#113974,mgomez@smith.com,2022-10-07 10:23:00,133.60,SPO-004,2,20.44,40.88
#113974,mgomez@smith.com,2022-10-07 10:23:00,133.60,BEA-012,3,30.91,92.72
#113975,mgomez@smith.com,2022-10-13 16:08:00,51.35,BEA-014,3,6.57,19.71
#113975,mgomez@smith.com,2022-10-13 16:08:00,51.35,ELE-010,1,31.64,31.64
#113976,mgomez@smith.com,2023-02-03 18:35:00,98.84,SPO-008,2,49.42,98.84
#113977,monique80@dyer.biz,2023-03-18 21:36:00,154.02,ELE-005,3,40.29,120.87
#113977,monique80@dyer.biz,2023-03-18 21:36:00,154.02,SPO-011,1,33.15,33.15
#113978,monique80@dyer.biz,2023-03-08 19:57:00,199.39,ELE-020,3,6.85,20.55
#113978,monique80@dyer.biz,2023-03-08 19:57:00,199.39,ELE-024,3,32.69,98.08
#113978,monique80@dyer.biz,2023-03-08 19:57:00,199.39,ELE-029,3,26.92,80.75
#113979,monique80@dyer.biz,2023-03-23 07:25:00,78.30,ELE-027,2,29.13,58.27
#113979,monique80@dyer.biz,2023-03-23 07:25:00,78.30,ELE-012,1,20.03,20.03
#113980,monique80@dyer.biz,2023-06-06 23:37:00,35.30,HOM-027,1,35.30,35.30
#113981,monique80@dyer.biz,2023-06-13 20:10:00,147.48,CLO-025,2,24.33,48.65
#113981,monique80@dyer.biz,2023-06-13 20:10:00,147.48,HOM-001,2,49.42,98.83
#113982,monique80@dyer.biz,2023-06-06 07:10:00,33.94,ELE-027,1,33.94,33.94
#113982,howarderic@yahoo.com,2022-07-03 15:37:00,44.71,BOO-018,2,22.36,44.71
#113983,howarderic@yahoo.com,2022-07-11 00:56:00,254.49,BOO-024,3,38.49,115.46
#113983,howarderic@yahoo.com,2022-07-11 00:56:00,254.49,ELE-024,3,27.27,81.80
#113983,howarderic@yahoo.com,2022-07-11 00:56:00,254.49,ELE-025,2,28.62,57.23
#113984,howarderic@yahoo.com,2022-08-13 21:09:00,184.45,ELE-003,3,58.15,174.45
#113984,howarderic@yahoo.com,2022-08-13 21:09:00,184.45,BEA-024,2,5.00,10.00
#113985,howarderic@yahoo.com,2022-08-27 13:03:00,201.30,CLO-008,3,45.57,136.70
#113985,howarderic@yahoo.com,2022-08-27 13:03:00,201.30,ELE-004,3,21.54,64.61
#113986,dmiller@jones.org,2022-12-17 12:32:00,29.19,CLO-017,1,29.19,29.19
